Player,Role,Amount,Team,Age,Year,Nation,Overseas,Mega,id,matches,Innings,Not Outs,Aggregate,Highest Score,Average,30s,50s,100s,4s,6s,Boundary %,Scoring Rate,Top Scored in Innings,Top Scored %,Overs,Balls Bowled,Wickets,3 Wickets in Innings,4 Wickets in Innings,5 Wickets in Innings,Economy Rate,Strike Rate,prog_agg,prog_avg,prog_sr,prog_bowlsr,prog_er,prog_wkts,prog_bowlavg,prog_matches,last_matches,last_inn,last_hs,last_runs,last_avg,last_sr,last_batpercent,overs,last_wkts,last_bowlavg,last_bowlsr,last_bowler,last_bowlpercent,birthyear
Amit Mishra,Bowler,4,Delhi Daredevils,36,2018,Indian,0,1,3108,161,57,25,381,31,23.87,2,0,0,31,5,0.404199475,90.93,1,0.01754386,559.5,3359,173,17,5,1,7.38,19.42,340,11.72,93.66,19.69,7.42,134,24.37,126,14,6,13*,49,49,94.23,2.21,38.5,10,34.3,23.3,8.83,12.66,1982
Amit Mishra,Bowler,3.5,Delhi Daredevils,33,2015,Indian,0,0,3108,161,57,25,381,31,23.87,2,0,0,31,5,0.404199475,90.93,1,0.01754386,559.5,3359,173,17,5,1,7.38,19.42,279,11.63,97.89,18.52,7.2,102,22.24,86,10,2,4*,4,4,,0.28,37.3,7,48.57,32.14,9.07,12.73,1982
Amit Mishra,Bowler,0.1,Rajasthan Royals,32,2014,Indian,0,1,3108,161,57,25,381,31,23.87,2,0,0,31,5,0.404199475,90.93,1,0.01754386,559.5,3359,173,17,5,1,7.38,19.42,275,11.96,98.92,17.52,6.95,95,20.29,76,17,8,30,89,14.83,92.71,3.87,62,21,18.76,17.71,6.35,19.09,1982
Amit Mishra,Bowler,0.1,Gujarat Lions,34,2016,Indian,0,0,3108,161,57,25,381,31,23.87,2,0,0,31,5,0.404199475,90.93,1,0.01754386,559.5,3359,173,17,5,1,7.38,19.42,287,11.04,96.63,19.19,7.26,111,23.23,98,12,4,4,8,4,66.67,0.43,40.1,9,34.44,26.78,7.72,13.24,1982
Fidel Edwards,Bowler,1.575,Rajasthan Royals,31,2013,Overseas,1,0,3125,6,2,1,4,3,30.8,0,0,0,0,0,0,80,0,0,23.2,140,5,0,0,0,6.6,28,4,4,80,28,6.6,5,30.8,6,6,2,3*,4,4,80,0.44,23.2,5,30.8,28,6.6,11.9,1982
Ravi Rampaul,Bowler,2.175,Royal Challengers Bangalore,29,2013,Overseas,1,0,3149,12,7,2,51,23,21.29,0,0,0,3,2,0.470588235,102,0,0,43.4,262,14,1,0,0,6.82,18.71,38,9.5,102.7,17.38,6.93,13,20.08,10,10,6,23*,38,9.5,102.7,2.37,6,0,38,9.5,102.7,2.37,1984
Ravi Rampaul,Bowler,0.9,Royal Challengers Bangalore,30,2014,Overseas,1,1,3149,12,7,2,51,23,21.29,0,0,0,3,2,0.470588235,102,0,0,43.4,262,14,1,0,0,6.82,18.71,38,9.5,102.7,17.38,6.93,13,20.08,10,10,6,23*,38,9.5,102.7,2.37,37.4,13,20.08,17.38,6.93,20,1984
Lasith Malinga,Bowler,2,Mumbai Indians,36,2019,Overseas,1,0,3178,122,25,9,88,17,19.85,0,0,0,6,5,0.613636364,88.89,0,0,471.1,2827,170,19,7,1,7.16,16.63,88,5.5,88.89,16.61,6.89,154,19.06,110,12,2,7*,7,,,0.35,44.5,11,34.64,24.45,8.5,14.47,1983
Dale Steyn,Bowler,2.3,Gujarat Lions,33,2016,Overseas,1,0,3242,95,37,15,167,19,25.86,0,0,0,14,3,0.443113772,104.38,0,0,362.4,2176,97,8,0,0,6.92,22.43,165,7.86,105.77,22.24,6.71,92,24.88,89,6,3,19*,20,20,153.85,2.34,19,3,56.67,38,8.95,10.71,1983
Dale Steyn,Bowler,2,Royal Challengers Bangalore,37,2020,Overseas,1,0,3242,95,37,15,167,19,25.86,0,0,0,14,3,0.443113772,104.38,0,0,362.4,2176,97,8,0,0,6.92,22.43,166,7.55,105.06,21.94,6.77,95,24.74,92,2,1,0*,0,,,,8,4,17.25,12,8.63,30.77,1983
K.M. Asif,Bowler,0.2,Chennai Super Kings,40,2022,Indian,0,1,3245,8,2,0,3,3,37,0,0,0,0,0,0,50,0,0,32,192,8,0,0,0,9.25,24,3,1.5,50,24,9.25,8,37,8,8,2,3,3,1.5,,0.24,32,8,37,24,9.25,14.04,1982
Rudra Pratap Singh,Bowler,3,Royal Challengers Bangalore,28,2013,Indian,0,0,3332,82,30,15,52,10,25.98,0,0,0,2,1,0.269230769,68.42,0,0,295.5,1775,90,11,2,0,7.9,19.72,52,3.47,68.42,19.78,7.75,74,25.57,67,11,5,3,6,3,50,0.37,41,10,31.8,24.6,7.76,17.24,1985
Rudra Pratap Singh,Bowler,0.3,Rising Pune Supergiant,31,2016,Indian,0,0,3332,82,30,15,52,10,25.98,0,0,0,2,1,0.269230769,68.42,0,0,295.5,1775,90,11,2,0,7.9,19.72,52,3.47,68.42,19.57,7.85,87,25.6,78,11,0,0,0,,,,39.5,13,25.77,18.38,8.41,17.11,1985
Mitchell Johnson,Bowler,2,Mumbai Indians,36,2017,Overseas,1,0,3334,54,29,16,160,16,27.92,0,0,0,9,7,0.4875,99.38,0,0,205.2,1232,61,3,0,0,8.29,20.2,131,10.08,96.32,18.96,8.19,52,25.88,43,3,3,4,5,2.5,35.71,1.15,11,2,53,33,9.64,15.38,1981
Mitchell Johnson,Bowler,2,Kolkata Knight Riders,37,2018,Overseas,1,1,3334,54,29,16,160,16,27.92,0,0,0,9,7,0.4875,99.38,0,0,205.2,1232,61,3,0,0,8.29,20.2,144,11.08,96,18.75,8.07,57,25.2,48,5,2,13*,13,,92.86,1.83,20,7,20.14,17.14,7.05,18.92,1981
Piyush Chawla,Bowler,6.75,Chennai Super Kings,32,2020,Indian,0,0,3351,181,86,34,609,24,26.79,0,0,0,55,19,0.548440066,111.13,0,0,606.4,3640,179,13,2,0,7.91,20.34,584,11.92,111.45,20.83,7.82,150,27.15,157,13,5,14*,42,14,113.51,1.8,44.3,10,39.9,26.7,8.97,18.18,1988
Piyush Chawla,Bowler,4.25,Kolkata Knight Riders,26,2014,Indian,0,1,3351,181,86,34,609,24,26.79,0,0,0,55,19,0.548440066,111.13,0,0,606.4,3640,179,13,2,0,7.91,20.34,401,12.94,112.96,21.24,7.52,83,26.63,87,16,11,23,64,10.67,112.28,2.64,58.2,11,38,31.82,7.17,13.25,1988
Piyush Chawla,Bowler,4.2,Kolkata Knight Riders,30,2018,Indian,0,1,3351,181,86,34,609,24,26.79,0,0,0,55,19,0.548440066,111.13,0,0,606.4,3640,179,13,2,0,7.91,20.34,515,12.26,113.69,20.34,7.63,125,25.88,129,6,1,2,2,2,33.33,0.23,20,6,29.83,20,8.95,17.14,1988
Piyush Chawla,Bowler,2.4,Mumbai Indians,33,2021,Indian,0,0,3351,181,86,34,609,24,26.79,0,0,0,55,19,0.548440066,111.13,0,0,606.4,3640,179,13,2,0,7.91,20.34,584,11.92,111.45,20.83,7.87,156,27.33,164,7,0,0,0,,,,21,6,31.83,21,9.1,15.38,1988
Morne Morkel,Bowler,2.8,Kolkata Knight Riders,30,2014,Overseas,1,1,3451,70,23,12,126,23,27.13,0,0,0,11,5,0.587301587,140,0,0,271.3,1629,77,6,1,0,7.69,21.16,117,10.64,140.96,21.33,7.62,45,27.09,41,10,6,23*,57,11.4,196.55,3.94,40,7,47.86,34.29,8.38,14.58,1984
Ben Hilfenhaus,Bowler,1,Chennai Super Kings,31,2014,Overseas,1,1,3455,17,1,1,0,0,21.77,0,0,0,0,0,0,N/A,0,0,62,372,22,1,0,0,7.73,16.91,,,,14.57,6.85,13,16.64,9,9,0,0,0,,,,34,14,16.64,14.57,6.85,24.14,1983
Ishant Sharma,Bowler,3.8,Rising Pune Supergiant,28,2016,Indian,0,0,3470,101,26,20,56,10,35.5,0,0,0,4,2,0.5,90.32,0,0,357.5,2147,82,3,1,1,8.14,26.18,37,9.25,80.43,26.05,7.96,55,34.58,66,4,0,0,0,,,,14,1,159,84,11.36,4.55,1988
Ishant Sharma,Bowler,2.6,Sunrisers Hyderabad,26,2014,Indian,0,1,3470,101,26,20,56,10,35.5,0,0,0,4,2,0.5,90.32,0,0,357.5,2147,82,3,1,1,8.14,26.18,37,9.25,80.43,25.16,7.68,51,32.2,59,16,2,0*,0,,,,59.4,15,31.07,23.87,7.81,14.56,1988
Ishant Sharma,Bowler,1.1,Delhi Capitals,31,2019,Indian,0,0,3470,101,26,20,56,10,35.5,0,0,0,4,2,0.5,90.32,0,0,357.5,2147,82,3,1,1,8.14,26.18,45,7.5,77.59,28.12,8.2,58,38.43,76,6,3,5*,8,4,66.67,0.8,18,0,,,9.94,,1988
Praveen Kumar,Bowler,3.5,Gujarat Lions,30,2016,Indian,0,0,3514,119,59,21,340,34,36.12,1,0,0,22,17,0.558823529,108.28,1,0.016949153,420.4,2524,90,3,0,0,7.73,28.04,308,9.33,110.39,28.21,7.65,75,35.99,97,12,4,12,17,5.67,68,0.91,36,7,47,30.86,9.14,10.29,1986
Praveen Kumar,Bowler,2.2,Sunrisers Hyderabad,29,2015,Indian,0,0,3514,119,59,21,340,34,36.12,1,0,0,22,17,0.558823529,108.28,1,0.016949153,420.4,2524,90,3,0,0,7.73,28.04,291,9.7,114.57,27.94,7.48,68,34.85,85,3,1,1,1,1,,0.2,12,3,26,24,6.5,17.65,1986
Tim Southee,Bowler,2.5,Mumbai Indians,28,2016,Overseas,1,0,3542,54,20,7,120,36,37.06,1,0,0,8,4,0.466666667,112.15,0,0,201,1206,47,4,0,0,8.67,25.66,17,8.5,130.77,34.2,8.58,10,48.9,15,7,3,7*,13,13,144.44,1.28,28,6,41.17,28,8.82,15,1988
Tim Southee,Bowler,1.5,Kolkata Knight Riders,34,2022,Overseas,1,1,3542,54,20,7,120,36,37.06,1,0,0,8,4,0.466666667,112.15,0,0,201,1206,47,4,0,0,8.67,25.66,118,13.11,124.21,30.97,8.68,30,44.77,43,3,1,3,3,3,60,0.72,12,3,31.67,24,7.92,13.64,1988
Tim Southee,Bowler,1.2,Rajasthan Royals,26,2014,Overseas,1,1,3542,54,20,7,120,36,37.06,1,0,0,8,4,0.466666667,112.15,0,0,201,1206,47,4,0,0,8.67,25.66,118,13.11,124.21,28.5,8.74,4,41.5,5,5,0,0,0,,,,19,4,41.5,28.5,8.74,14.81,1988
Tim Southee,Bowler,1,Royal Challengers Bangalore,30,2018,Overseas,1,1,3542,54,20,7,120,36,37.06,1,0,0,8,4,0.466666667,112.15,0,0,201,1206,47,4,0,0,8.67,25.66,54,9,154.29,30,8.31,21,41.55,29,3,1,7,7,7,233.33,1.39,10,3,32,20,9.6,18.75,1988
Manpreet Gony,Bowler,3.75,Kings XI Punjab,29,2013,Indian,0,0,3569,44,17,7,99,42,34.78,1,0,0,6,8,0.727272727,139.44,1,0.058823529,148,888,37,2,0,0,8.7,24,54,9,117.39,23.6,8.47,30,33.3,35,6,1,4,4,4,50,0.43,24,3,69,48,8.63,8.11,1984
Manpreet Gony,Bowler,0.6,Gujarat Lions,33,2017,Indian,0,0,3569,44,17,7,99,42,34.78,1,0,0,6,8,0.727272727,139.44,1,0.058823529,148,888,37,2,0,0,8.7,24,99,9.9,139.44,23.68,8.6,37,33.92,43,8,5,42,45,11.25,180,3.4,28,7,36.57,24,9.14,20,1984
Pragyan Ojha,Bowler,3.25,Mumbai Indians,28,2014,Indian,0,1,3574,92,22,10,16,3,26.2,0,0,0,0,0,0,35.56,0,0,316.3,1899,89,5,0,0,7.37,21.34,12,1.09,32.43,18.95,7.18,85,22.69,79,16,3,1*,2,2,,0.08,52.2,16,23.81,19.63,7.28,14.68,1986
Pragyan Ojha,Bowler,0.5,Mumbai Indians,29,2015,Indian,0,0,3574,92,22,10,16,3,26.2,0,0,0,0,0,0,35.56,0,0,316.3,1899,89,5,0,0,7.37,21.34,16,1.33,35.56,21.2,7.34,89,25.94,91,12,3,2,4,4,,0.22,46,4,95,69,8.26,7.41,1986
Wayne Parnell,Bowler,1,Delhi Daredevils,25,2014,Overseas,1,1,3642,33,14,4,65,16,26.77,0,0,0,4,1,0.338461538,81.25,0,0,120.3,723,35,4,0,0,7.78,20.66,61,7.63,83.56,19.55,7.34,20,23.9,18,4,1,5,5,5,71.43,0.8,14.5,6,22.83,14.83,9.24,22.22,1989
Ben Laughlin,Bowler,0.5,Rajasthan Royals,36,2018,Overseas,1,1,3657,9,4,2,5,4,28.2,0,0,0,0,0,0,38.46,0,0,27.5,167,10,0,0,0,10.13,16.7,4,4,44.44,42,10.14,1,71,2,2,2,4*,4,4,44.44,1.83,7,1,71,42,10.14,9.09,1982
Ben Laughlin,Bowler,0.3,Sunrisers Hyderabad,35,2017,Overseas,1,0,3657,9,4,2,5,4,28.2,0,0,0,0,0,0,38.46,0,0,27.5,167,10,0,0,0,10.13,16.7,4,4,44.44,42,10.14,1,71,2,2,2,4*,4,4,44.44,1.83,7,1,71,42,10.14,9.09,1982
Ben Laughlin,Bowler,0.15,Chennai Super Kings,31,2013,Overseas,1,0,3657,9,4,2,5,4,28.2,0,0,0,0,0,0,38.46,0,0,27.5,167,10,0,0,0,10.13,16.7,4,4,44.44,42,10.14,1,71,2,2,2,4*,4,4,44.44,1.83,,,,,,,1982
Nathan McCullum,Bowler,0.75,Sunrisers Hyderabad,33,2013,Overseas,1,0,3685,2,2,1,26,15,,0,0,0,0,1,0.230769231,118.18,0,0,5,30,0,0,0,0,6.8,,26,26,118.18,,6.8,0,,2,2,2,15,26,26,118.18,10,5,0,,,6.8,,1980
Dirk Nannes,Bowler,4.5,Chennai Super Kings,37,2013,Overseas,1,0,3697,29,3,2,4,3,28.54,0,0,0,0,0,0,30.77,0,0,107.3,645,28,2,0,0,7.43,23.04,4,4,30.77,21.92,7.31,24,26.71,24,2,0,0,0,,,,4,2,15.5,12,7.75,33.33,1976
Clinton McKay,Bowler,0.75,Sunrisers Hyderabad,30,2013,Overseas,1,0,3735,2,1,0,8,8,60,0,0,0,0,0,0,53.33,0,0,7,42,1,0,0,0,8.57,42,8,8,53.33,42,8.57,1,60,2,2,1,8,8,8,53.33,3.04,7,1,60,42,8.57,16.67,1983
Ryan McLaren,Bowler,0.375,Kolkata Knight Riders,30,2013,Overseas,1,0,3736,18,13,5,159,51,45.17,1,1,0,14,1,0.389937107,92.98,2,0.153846154,59,354,12,0,0,0,9.19,29.5,156,26,94.55,34.67,8.62,9,49.78,16,6,4,51*,90,30,93.75,9.98,18,5,35.6,21.6,9.89,16.67,1983
Ashok Dinda,Bowler,1.5,Royal Challengers Bangalore,30,2014,Indian,0,1,3740,78,17,7,26,7,30.04,0,0,0,2,0,0.307692308,54.17,0,0,252.4,1516,69,5,1,0,8.2,21.97,15,1.88,51.72,20.33,7.9,51,26.75,55,13,5,6*,9,4.5,81.82,0.5,49,16,29.06,18.38,9.49,24.62,1984
Ashok Dinda,Bowler,0.5,Rising Pune Supergiant,32,2016,Indian,0,0,3740,78,17,7,26,7,30.04,0,0,0,2,0,0.307692308,54.17,0,0,252.4,1516,69,5,1,0,8.2,21.97,19,2.11,46.34,22.33,8.12,57,30.23,66,2,0,0,0,,,,5,0,,,12.4,,1984
Abhimanyu Mithun,Bowler,0.3,Mumbai Indians,26,2015,Indian,0,0,3767,16,8,3,34,11,67.43,0,0,0,4,1,0.647058824,130.77,0,0,48,288,7,0,0,0,9.83,41.14,34,6.8,130.77,41.14,9.83,7,67.43,16,1,1,2,2,2,100,1.74,4,1,37,24,9.25,20,1989
Abhimanyu Mithun,Bowler,0.3,Sunrisers Hyderabad,27,2016,Indian,0,0,3767,16,8,3,34,11,67.43,0,0,0,4,1,0.647058824,130.77,0,0,48,288,7,0,0,0,9.83,41.14,34,6.8,130.77,41.14,9.83,7,67.43,16,1,1,2,2,2,100,1.74,4,1,37,24,9.25,20,1989
Ranganath Vinay Kumar,Bowler,2.8,Kolkata Knight Riders,30,2014,Indian,0,1,3782,105,46,18,310,26,28.25,0,0,0,21,9,0.44516129,113.14,2,0.043478261,353.3,2121,105,10,1,0,8.39,20.2,287,11.96,114.34,18.73,8.23,84,25.68,77,16,5,26*,70,70,159.09,2.72,60.1,23,21.43,15.7,8.19,22.33,1984
Ranganath Vinay Kumar,Bowler,1,Kolkata Knight Riders,34,2018,Indian,0,1,3782,105,46,18,310,26,28.25,0,0,0,21,9,0.44516129,113.14,2,0.043478261,353.3,2121,105,10,1,0,8.39,20.2,304,10.86,112.18,20.37,8.3,102,28.17,103,1,0,0,0,,,,3,2,15.5,9,10.33,25,1984
Kuldeep Yadav,Bowler,5.8,Kolkata Knight Riders,31,2018,Indian,0,1,3786,141,50,30,196,24,30.04,0,0,0,16,8,0.571428571,105.38,0,0,484.2,2906,136,16,3,0,8.44,21.37,94,13.43,104.44,21.05,8.41,91,29.52,94,14,4,4*,10,,76.92,0.47,48.3,17,24.12,17.12,8.45,19.77,1987
Umesh Yadav,Bowler,4.2,Royal Challengers Bangalore,31,2018,Indian,0,1,3786,141,50,30,196,24,30.04,0,0,0,16,8,0.571428571,105.38,0,0,484.2,2906,136,16,3,0,8.44,21.37,94,13.43,104.44,21.05,8.41,91,29.52,94,14,4,4*,10,,76.92,0.47,48.3,17,24.12,17.12,8.45,19.77,1987
Umesh Yadav,Bowler,2.6,Kolkata Knight Riders,27,2014,Indian,0,1,3786,141,50,30,196,24,30.04,0,0,0,16,8,0.571428571,105.38,0,0,484.2,2906,136,16,3,0,8.44,21.37,44,11,81.48,22.44,8.17,43,30.56,47,16,8,12*,38,38,100,1.7,57.5,16,31.75,21.69,8.78,21.05,1987
Kuldeep Yadav,Bowler,2,Delhi Capitals,35,2022,Indian,0,1,3786,141,50,30,196,24,30.04,0,0,0,16,8,0.571428571,105.38,0,0,484.2,2906,136,16,3,0,8.44,21.37,122,8.71,95.31,21.04,8.53,119,29.9,121,2,1,0,0,0,,,7,0,,,11.86,,1987
Umesh Yadav,Bowler,2,Kolkata Knight Riders,35,2022,Indian,0,1,3786,141,50,30,196,24,30.04,0,0,0,16,8,0.571428571,105.38,0,0,484.2,2906,136,16,3,0,8.44,21.37,122,8.71,95.31,21.04,8.53,119,29.9,121,2,1,0,0,0,,,7,0,,,11.86,,1987
Umesh Yadav,Bowler,1,Delhi Capitals,34,2021,Indian,0,0,3786,141,50,30,196,24,30.04,0,0,0,16,8,0.571428571,105.38,0,0,484.2,2906,136,16,3,0,8.44,21.37,122,8.71,95.31,21.04,8.53,119,29.9,121,2,1,0,0,0,,,7,0,,,11.86,,1987
Kuldeep Yadav,Bowler,0.4,Kolkata Knight Riders,27,2014,Indian,0,1,3786,141,50,30,196,24,30.04,0,0,0,16,8,0.571428571,105.38,0,0,484.2,2906,136,16,3,0,8.44,21.37,44,11,81.48,22.44,8.17,43,30.56,47,16,8,12*,38,38,100,1.7,57.5,16,31.75,21.69,8.78,21.05,1987
Kuldip Yadav,Bowler,0.2,Rajasthan Royals,34,2021,Indian,0,0,3786,141,50,30,196,24,30.04,0,0,0,16,8,0.571428571,105.38,0,0,484.2,2906,136,16,3,0,8.44,21.37,122,8.71,95.31,21.04,8.53,119,29.9,121,2,1,0,0,0,,,7,0,,,11.86,,1987
Kuldip Yadav,Bowler,0.2,Rajasthan Royals,35,2022,Indian,0,1,3786,141,50,30,196,24,30.04,0,0,0,16,8,0.571428571,105.38,0,0,484.2,2906,136,16,3,0,8.44,21.37,122,8.71,95.31,21.04,8.53,119,29.9,121,2,1,0,0,0,,,7,0,,,11.86,,1987
Mayank Yadav,Bowler,0.2,Lucknow Super Giants,35,2022,Indian,0,1,3786,141,50,30,196,24,30.04,0,0,0,16,8,0.571428571,105.38,0,0,484.2,2906,136,16,3,0,8.44,21.37,122,8.71,95.31,21.04,8.53,119,29.9,121,2,1,0,0,0,,,7,0,,,11.86,,1987
Pankaj Singh,Bowler,1.125,Royal Challengers Bangalore,28,2013,Indian,0,0,3790,17,5,3,7,4,42.55,0,0,0,0,0,0,58.33,0,0,50,300,11,0,0,0,9.36,27.27,7,3.5,58.33,27.27,9.36,10,42.55,17,6,0,0,0,,,,21,7,24.29,18,8.1,22.58,1985
Josh Hazlewood,Bowler,7.75,Royal Challengers Bangalore,31,2022,Overseas,1,1,3799,27,6,6,19,7,23.14,0,0,0,1,0,0.210526316,67.86,0,0,100.3,603,35,4,1,0,8.06,17.23,,,,22.5,7.93,11,29.75,12,9,0,0,0,,,,35,11,26.64,19.09,8.37,20,1991
Josh Hazlewood,Bowler,2,Chennai Super Kings,29,2020,Overseas,1,0,3799,27,6,6,19,7,23.14,0,0,0,1,0,0.210526316,67.86,0,0,100.3,603,35,4,1,0,8.06,17.23,,,,22.5,7.93,11,29.75,12,9,0,0,0,,,,0,0,0,,,,1991
Josh Hazlewood,Bowler,0.5,Mumbai Indians,23,2014,Overseas,1,1,3799,27,6,6,19,7,23.14,0,0,0,1,0,0.210526316,67.86,0,0,100.3,603,35,4,1,0,8.06,17.23,,,,22.5,7.93,11,29.75,12,9,0,0,0,,,,0,0,0,,,,1991
Juan Theron,Bowler,0.3,Rajasthan Royals,30,2015,Overseas,1,0,3824,10,4,2,10,7,32.56,0,0,0,1,0,0.4,83.33,0,0,36,216,9,0,0,0,8.14,24,9,4.5,81.82,24,7.91,8,31.63,9,2,1,7*,7,,116.67,2.17,8,2,33,24,8.25,16.67,1985
Mitchell Starc,Bowler,9.4,Kolkata Knight Riders,28,2018,Overseas,1,1,3830,27,12,5,96,29,20.38,0,0,0,10,0,0.416666667,97.96,0,0,96.4,580,34,4,1,0,7.17,17.06,96,13.71,97.96,17.06,7.17,34,20.38,27,13,3,9*,11,11,78.57,0.62,43,20,14.55,12.9,6.77,22.73,1990
Mitchell Starc,Bowler,5,Royal Challengers Bangalore,24,2014,Overseas,1,1,3830,27,12,5,96,29,20.38,0,0,0,10,0,0.416666667,97.96,0,0,96.4,580,34,4,1,0,7.17,17.06,96,13.71,97.96,17.06,7.17,34,20.38,27,13,3,9*,11,11,78.57,0.62,,,,,,,1990
John Hastings,Bowler,1.3,Kolkata Knight Riders,31,2016,Overseas,1,0,3831,3,0,0,0,0,22,0,0,0,0,0,0,N/A,0,0,9.4,58,3,0,0,0,6.83,19.33,,,,18,9.67,1,29,1,1,0,0,0,,,,3,1,29,18,9.67,25,1985
Jaydev Unadkat,Bowler,11.5,Rajasthan Royals,27,2018,Indian,0,1,3838,94,27,14,173,26,31.56,0,0,0,14,6,0.531791908,123.57,0,0,325,1950,91,7,2,2,8.84,21.43,5,5,38.46,17.5,8.01,55,23.38,47,12,2,2*,2,,,0.11,45.5,24,13.42,11.46,7.03,25.53,1991
Jaydev Unadkat,Bowler,8.4,Rajasthan Royals,28,2019,Indian,0,0,3838,94,27,14,173,26,31.56,0,0,0,14,6,0.531791908,123.57,0,0,325,1950,91,7,2,2,8.84,21.43,54,10.8,105.88,19.13,8.4,67,26.79,62,15,7,26,49,12.25,128.95,2.08,50.2,11,44.18,27.45,9.66,13.58,1991
Jaydev Unadkat,Bowler,3.9375,Royal Challengers Bangalore,22,2013,Indian,0,0,3838,94,27,14,173,26,31.56,0,0,0,14,6,0.531791908,123.57,0,0,325,1950,91,7,2,2,8.84,21.43,105,11.67,109.38,18.8,8.52,10,26.7,11,1,0,0,0,,,,3,0,,,10.67,,1991
Jaydev Unadkat,Bowler,3,Rajasthan Royals,29,2020,Indian,0,0,3838,94,27,14,173,26,31.56,0,0,0,14,6,0.531791908,123.57,0,0,325,1950,91,7,2,2,8.84,21.43,55,9.17,101.85,19.64,8.71,77,28.49,73,11,4,1,1,1,,0.06,38.2,10,39.9,23,10.41,16.39,1991
Jaydev Unadkat,Bowler,2.8,Delhi Daredevils,23,2014,Indian,0,1,3838,94,27,14,173,26,31.56,0,0,0,14,6,0.531791908,123.57,0,0,325,1950,91,7,2,2,8.84,21.43,105,11.67,109.38,20.96,7.94,23,27.74,24,13,2,1*,2,,,0.1,49,13,28.54,22.62,7.57,15.48,1991
Jaydev Unadkat,Bowler,1.6,Kolkata Knight Riders,25,2016,Indian,0,0,3838,94,27,14,173,26,31.56,0,0,0,14,6,0.531791908,123.57,0,0,325,1950,91,7,2,2,8.84,21.43,3,3,37.5,21.47,8.19,32,29.31,34,1,0,0,0,,,,3,0,,,10,,1991
Jaydev Unadkat,Bowler,1.3,Mumbai Indians,31,2022,Indian,0,1,3838,94,27,14,173,26,31.56,0,0,0,14,6,0.531791908,123.57,0,0,325,1950,91,7,2,2,8.84,21.43,105,11.67,109.38,20.96,8.72,85,30.47,86,6,3,24,41,20.5,141.38,4.84,22,4,42,33,7.64,11.11,1991
Jaydev Unadkat,Bowler,1.1,Delhi Daredevils,24,2015,Indian,0,0,3838,94,27,14,173,26,31.56,0,0,0,14,6,0.531791908,123.57,0,0,325,1950,91,7,2,2,8.84,21.43,3,3,37.5,20.91,8.14,32,28.38,33,9,2,1*,1,1,,0.08,31.1,9,30,20.78,8.66,20.93,1991
Jaydev Unadkat,Bowler,0.3,Rising Pune Supergiant,26,2017,Indian,0,0,3838,94,27,14,173,26,31.56,0,0,0,14,6,0.531791908,123.57,0,0,325,1950,91,7,2,2,8.84,21.43,3,3,37.5,22.03,8.4,32,30.84,35,1,0,0,0,,,,3,0,,,16.33,,1991
Adam Milne,Bowler,3.2,Mumbai Indians,29,2021,Overseas,1,0,3839,10,6,2,23,15,46.71,0,0,0,0,1,0.260869565,79.31,0,0,34.3,207,7,0,0,0,9.48,29.57,7,3.5,58.33,27,9.83,4,44.25,5,4,3,5,7,3.5,58.33,1.16,14,3,44.67,28,9.57,13.04,1992
Adam Milne,Bowler,1.9,Chennai Super Kings,30,2022,Overseas,1,1,3839,10,6,2,23,15,46.71,0,0,0,0,1,0.260869565,79.31,0,0,34.3,207,7,0,0,0,9.48,29.57,23,5.75,79.31,27.43,9.63,7,44,9,4,3,15,16,8,94.12,2.9,14,3,43.67,28,9.36,12,1992
Adam Milne,Bowler,0.7,Royal Challengers Bangalore,23,2015,Overseas,1,0,3839,10,6,2,23,15,46.71,0,0,0,0,1,0.260869565,79.31,0,0,34.3,207,7,0,0,0,9.48,29.57,23,5.75,79.31,27.43,9.63,7,44,9,4,3,15,16,8,94.12,2.9,3,0,16,8,94.12,2.9,1992
Imran Tahir,Bowler,1,Chennai Super Kings,39,2018,Overseas,1,1,3850,59,9,5,33,13,20.77,0,0,0,5,0,0.606060606,89.19,0,0,219.2,1316,82,12,3,0,7.76,16.05,18,4.5,72,15.23,8.31,47,21.11,32,12,1,0*,0,,,,47,18,20.5,15.67,7.85,23.08,1979
Krismar Santokie,Bowler,0.3,Mumbai Indians,30,2014,Overseas,1,1,3907,2,0,0,0,0,30,0,0,0,0,0,0,N/A,0,0,8,48,3,0,0,0,11.25,16,,,,,,,,,,,,,,,,,,,,,,1984
Pat Cummins,Bowler,5.4,Mumbai Indians,25,2018,Overseas,1,1,3909,42,31,11,379,66,30.16,1,3,0,24,26,0.664907652,152.21,4,0.129032258,158.5,953,45,4,1,0,8.54,21.18,77,12.83,140,21.24,8.29,16,29.35,16,12,9,24,77,15.4,145.28,3.92,46.1,15,24.87,18.47,8.08,19.74,1993
Pat Cummins,Bowler,4.5,Delhi Daredevils,24,2017,Overseas,1,0,3909,42,31,11,379,66,30.16,1,3,0,24,26,0.664907652,152.21,4,0.129032258,158.5,953,45,4,1,0,8.54,21.18,0,0,0,42,9,2,63,4,3,1,0,0,0,,,10,1,97,60,9.7,5.56,1993
Pat Cummins,Bowler,1,Kolkata Knight Riders,21,2014,Overseas,1,1,3909,42,31,11,379,66,30.16,1,3,0,24,26,0.664907652,152.21,4,0.129032258,158.5,953,45,4,1,0,8.54,21.18,0,0,0,42,9,2,63,4,7,1,0,0,0,,,5,1,93,31,166.07,8.38,1993
