Player,Role,Amount,Team,Age,Year,Nation,Overseas,Mega,id,matches,Innings,Not Outs,Aggregate,Highest Score,Average,30s,50s,100s,4s,6s,Boundary %,Scoring Rate,Top Scored in Innings,Top Scored %,Overs,Balls Bowled,Wickets,3 Wickets in Innings,4 Wickets in Innings,5 Wickets in Innings,Economy Rate,Strike Rate,prog_agg,prog_avg,prog_sr,prog_bowlsr,prog_er,prog_wkts,prog_bowlavg,prog_matches,last_matches,last_inn,last_hs,last_runs,last_avg,last_sr,last_batpercent,overs,last_wkts,last_bowlavg,last_bowlsr,last_bowler,last_bowlpercent,birthyear
Kane Richardson,Bowler,1,Rajasthan Royals,23,2014,Overseas,1,1,3996,15,4,1,36,26,24.89,0,0,0,2,1,0.388888889,92.31,0,0,55.5,335,19,1,0,0,8.47,17.63,34,17,94.44,35.5,8.54,2,50.5,3,3,2,26,34,17,94.44,8.76,11.5,2,50.5,35.5,8.54,15.38,1991
Jason Holder,Bowler,0.75,Sunrisers Hyderabad,23,2014,Overseas,1,1,3998,46,27,6,259,47,27.57,1,0,0,13,18,0.617760618,122.75,1,0.037037037,165.5,995,53,8,1,0,8.81,18.77,189,14.54,121.15,60,8.4,2,84,6,6,0,0,0,,,,20,2,84,60,8.4,5.88,1991
Jason Holder,Bowler,0.15,Chennai Super Kings,22,2013,Overseas,1,0,3998,46,27,6,259,47,27.57,1,0,0,13,18,0.617760618,122.75,1,0.037037037,165.5,995,53,8,1,0,8.81,18.77,189,14.54,121.15,16.43,8.2,32,22.46,26,8,7,47*,85,14.17,118.06,7.41,7,0,85,14.17,118.06,7.41,1991
Nathan Coulter-Nile,Bowler,8,Mumbai Indians,33,2020,Overseas,1,0,4001,39,17,6,82,24,22.92,0,0,0,7,4,0.634146341,113.89,0,0,142.5,857,48,7,2,0,7.7,17.85,9,9,150,15.64,7.66,36,19.97,26,8,3,6,14,4.67,116.67,1.25,28.2,15,15.2,11.33,8.05,30.61,1987
Nathan Coulter-Nile,Bowler,5,Mumbai Indians,34,2021,Overseas,1,0,4001,39,17,6,82,24,22.92,0,0,0,7,4,0.634146341,113.89,0,0,142.5,857,48,7,2,0,7.7,17.85,9,9,150,17.54,7.72,40,22.56,33,7,2,24*,25,25,166.67,2.36,26,5,41.2,31.2,7.92,11.36,1987
Nathan Coulter-Nile,Bowler,4.25,Delhi Daredevils,27,2014,Overseas,1,1,4001,39,17,6,82,24,22.92,0,0,0,7,4,0.634146341,113.89,0,0,142.5,857,48,7,2,0,7.7,17.85,9,9,150,24,7.25,1,29,1,1,1,9,9,9,150,6.77,4,1,29,24,7.25,12.5,1987
Nathan Coulter-Nile,Bowler,3.5,Kolkata Knight Riders,30,2017,Overseas,1,0,4001,39,17,6,82,24,22.92,0,0,0,7,4,0.634146341,113.89,0,0,142.5,857,48,7,2,0,7.7,17.85,9,9,150,18.71,7.5,21,23.38,18,4,2,7*,9,,64.29,1.7,15,3,38,30,7.6,17.65,1987
Nathan Coulter-Nile,Bowler,3.375,Mumbai Indians,26,2013,Overseas,1,0,4001,39,17,6,82,24,22.92,0,0,0,7,4,0.634146341,113.89,0,0,142.5,857,48,7,2,0,7.7,17.85,9,9,150,17.48,7.52,47,21.92,38,5,2,3,4,2,80,0.52,2,0,4,2,80,0.52,1987
Nathan Coulter-Nile,Bowler,2.2,Royal Challengers Bangalore,31,2018,Overseas,1,1,4001,39,17,6,82,24,22.92,0,0,0,7,4,0.634146341,113.89,0,0,142.5,857,48,7,2,0,7.7,17.85,9,9,150,15.64,7.66,36,19.97,26,8,3,6,14,4.67,116.67,1.25,28.2,15,15.2,11.33,8.05,30.61,1987
Nathan Coulter-Nile,Bowler,2,Rajasthan Royals,35,2022,Overseas,1,1,4001,39,17,6,82,24,22.92,0,0,0,7,4,0.634146341,113.89,0,0,142.5,857,48,7,2,0,7.7,17.85,9,9,150,17.48,7.52,47,21.92,38,5,2,3,4,2,80,0.52,20,7,18.14,17.14,6.35,21.21,1987
Kyle Abbott,Bowler,2.1,Kings XI Punjab,29,2016,Overseas,1,0,4002,5,3,2,13,12,88.5,0,0,0,0,1,0.461538462,162.5,0,0,16,96,2,0,0,0,11.06,48,,,,,,,,,,,,,,,,,,,,,,1987
Kyle Abbott,Bowler,0.3,Chennai Super Kings,28,2015,Overseas,1,0,4002,5,3,2,13,12,88.5,0,0,0,0,1,0.461538462,162.5,0,0,16,96,2,0,0,0,11.06,48,,,,,,,,,,,,,,,,,,,,,,1987
Ronit More,Bowler,0.1,Chennai Super Kings,22,2014,Indian,0,1,4026,2,1,1,2,2,59,0,0,0,0,0,0,100,0,0,5.5,35,1,0,0,0,10.11,35,,,,,,,,,,,,,,,,,,,,,,1992
Mohit Sharma,Bowler,6.5,Kings XI Punjab,28,2016,Indian,0,0,4028,100,28,13,122,21,23.79,0,0,0,8,4,0.459016393,103.39,0,0,336.3,2019,119,14,4,1,8.41,16.97,29,7.25,111.54,17,7.8,57,22.09,47,16,6,21*,28,9.33,155.56,1.08,57,14,34.36,24.43,8.44,13.21,1988
Mohit Sharma,Bowler,5,Chennai Super Kings,31,2019,Indian,0,0,4028,100,28,13,122,21,23.79,0,0,0,8,4,0.459016393,103.39,0,0,336.3,2019,119,14,4,1,8.41,16.97,122,8.13,106.09,19.02,8.4,90,26.64,84,9,4,4*,10,10,76.92,0.67,29.4,7,46,25.43,10.85,14.29,1988
Mohit Sharma,Bowler,2.4,Kings XI Punjab,30,2018,Indian,0,1,4028,100,28,13,122,21,23.79,0,0,0,8,4,0.459016393,103.39,0,0,336.3,2019,119,14,4,1,8.41,16.97,112,8,109.8,18.48,8.12,83,25.01,75,14,7,13,51,8.5,102,2.31,45.4,13,31.54,21.08,8.98,17.81,1988
Mohit Sharma,Bowler,2,Chennai Super Kings,26,2014,Indian,0,1,4028,100,28,13,122,21,23.79,0,0,0,8,4,0.459016393,103.39,0,0,336.3,2019,119,14,4,1,8.41,16.97,0,0,0,15.2,6.43,20,16.3,15,15,2,0*,0,0,,,50.4,20,16.3,15.2,6.43,19.61,1988
Mohit Sharma,Bowler,0.5,Delhi Capitals,32,2020,Indian,0,0,4028,100,28,13,122,21,23.79,0,0,0,8,4,0.459016393,103.39,0,0,336.3,2019,119,14,4,1,8.41,16.97,122,8.13,104.27,19.01,8.41,91,26.65,85,1,1,0*,0,,,,3,1,27,18,9,20,1988
Siddarth Kaul,Bowler,3.8,Sunrisers Hyderabad,28,2018,Indian,0,1,4034,55,11,7,20,7,29.98,0,0,0,1,0,0.2,55.56,0,0,201.3,1209,58,4,1,0,8.63,20.84,20,5,55.56,19.23,8.45,22,27.09,21,10,1,0*,0,,,,35.4,16,18.75,13.38,8.41,23.88,1990
Siddharth Kaul,Bowler,0.75,Royal Challengers Bangalore,32,2022,Indian,0,1,4034,55,11,7,20,7,29.98,0,0,0,1,0,0.2,55.56,0,0,201.3,1209,58,4,1,0,8.63,20.84,20,5,55.56,20.43,8.59,58,29.24,54,8,2,7*,8,,100,0.67,30,7,35.29,25.71,8.23,15.56,1990
Siddarth Kaul,Bowler,0.45,Delhi Daredevils,24,2014,Indian,0,1,4034,55,11,7,20,7,29.98,0,0,0,1,0,0.2,55.56,0,0,201.3,1209,58,4,1,0,8.63,20.84,20,5,55.56,32.75,7.79,3,42.5,6,6,1,7*,7,,77.78,0.8,21.5,4,42.5,32.75,7.79,16,1990
Siddarth Kaul,Bowler,0.1,Sunrisers Hyderabad,25,2015,Indian,0,0,4034,55,11,7,20,7,29.98,0,0,0,1,0,0.2,55.56,0,0,201.3,1209,58,4,1,0,8.63,20.84,20,5,55.56,34.83,8.5,6,49.33,11,5,1,2*,2,,,0.26,13,2,63,39,9.69,8.33,1990
Shahbaz Nadeem,Bowler,3.2,Delhi Daredevils,29,2018,Indian,0,1,4035,72,22,8,39,6,37.17,0,0,0,2,0,0.205128205,44.83,0,0,235.5,1415,48,1,0,0,7.56,29.48,26,2.17,37.14,30.14,7.1,37,35.65,55,7,4,2,2,0.67,22.22,0.18,17.5,6,19.83,17.83,6.67,12.77,1989
Shahbaz Nadeem,Bowler,0.85,Delhi Daredevils,25,2014,Indian,0,1,4035,72,22,8,39,6,37.17,0,0,0,2,0,0.205128205,44.83,0,0,235.5,1415,48,1,0,0,7.56,29.48,14,2.33,46.67,30.86,6.66,21,34.24,29,12,6,6,14,2.8,51.85,0.84,44,9,28.78,29.33,5.89,14.52,1989
Shahbaz Nadeem,Bowler,0.5,Lucknow Super Giants,33,2022,Indian,0,1,4035,72,22,8,39,6,37.17,0,0,0,2,0,0.205128205,44.83,0,0,235.5,1415,48,1,0,0,7.56,29.48,39,2.79,44.83,29.48,7.56,48,37.17,72,1,1,0,0,0,,,4,1,36,24,9,12.5,1989
Pawan Negi,Bowler,0.1,Chennai Super Kings,21,2014,Indian,0,1,4038,50,35,9,365,36,27.62,3,0,0,27,16,0.55890411,126.3,1,0.028571429,119.2,716,34,2,1,0,7.87,21.06,36,18,124.14,22.29,6.92,7,25.71,9,1,0,0,0,,,,4,0,,,7,,1993
Aniket Choudhary,Bowler,2,Royal Challengers Bangalore,27,2017,Indian,0,0,4043,5,3,2,25,15,28.8,0,0,0,1,1,0.4,125,0,0,16.5,101,5,0,0,0,8.55,20.2,25,25,125,20.2,8.55,5,28.8,5,5,3,15*,25,25,125,3.36,3,0,25,25,125,3.36,1990
Aniket Choudhary,Bowler,0.3,Royal Challengers Bangalore,28,2018,Indian,0,1,4043,5,3,2,25,15,28.8,0,0,0,1,1,0.4,125,0,0,16.5,101,5,0,0,0,8.55,20.2,25,25,125,20.2,8.55,5,28.8,5,5,3,15*,25,25,125,3.36,16.5,5,28.8,20.2,8.55,21.74,1990
Sandeep Sharma,Bowler,3,Sunrisers Hyderabad,25,2018,Indian,0,1,4048,116,27,21,54,9,27.4,0,0,0,4,0,0.296296296,77.14,0,0,432.2,2594,124,11,2,0,7.86,20.92,26,26,74.29,17.25,7.77,71,22.35,56,13,4,5*,7,,,0.35,48,17,23.41,16.94,8.29,24.29,1993
Sandeep Sharma,Bowler,0.85,Kings XI Punjab,21,2014,Indian,0,1,4048,116,27,21,54,9,27.4,0,0,0,4,0,0.296296296,77.14,0,0,432.2,2594,124,11,2,0,7.86,20.92,52,8.67,81.25,12,7.44,7,14.88,4,4,1,0*,0,,,,16,8,14.88,12,7.44,27.59,1993
Sandeep Sharma,Bowler,0.5,Punjab Kings,29,2022,Indian,0,1,4048,116,27,21,54,9,27.4,0,0,0,4,0,0.296296296,77.14,0,0,432.2,2594,124,11,2,0,7.86,20.92,52,8.67,81.25,19.63,7.78,112,25.44,99,7,2,8*,8,8,114.29,0.75,23.3,3,67.67,47,8.64,10,1993
Sarabjit Ladda,Bowler,0.1,Gujarat Lions,30,2016,Indian,0,0,4053,9,2,1,0,0,44.8,0,0,0,0,0,0,N/A,0,0,23,138,5,0,0,0,9.74,27.6,0,0,0,25.2,9.67,5,40.6,8,1,0,0,0,,,,2,1,18,12,9,16.67,1986
Pradeep Sangwan,Bowler,1.5,Mumbai Indians,28,2018,Indian,0,1,4058,42,15,7,26,6,32.63,0,0,0,1,0,0.153846154,59.09,0,0,142.4,856,38,3,0,0,8.69,22.53,24,4,68.57,22.57,8.78,35,33.03,38,5,3,1*,2,1,50,0.22,18,5,36.2,21.6,10.06,23.81,1990
Jasprit Bumrah,Bowler,1.2,Mumbai Indians,21,2014,Indian,0,1,4062,120,27,20,57,16,23.31,0,0,0,4,1,0.385964912,85.07,0,0,457,2742,145,19,3,1,7.4,18.91,,,,14,10,3,23.33,2,2,0,0,0,,,,7,3,23.33,14,10,50,1993
Yuzvendra Singh Chahal,Bowler,6.5,Rajasthan Royals,32,2022,Indian,0,1,4063,145,20,13,37,8,21.69,0,0,0,0,0,0,43.02,0,0,528.5,3173,187,19,7,1,7.67,16.97,32,5.33,41.03,17.61,7.59,138,22.28,114,15,2,8*,10,,37.04,0.43,53,18,20.78,17.67,7.06,18.75,1990
Yuzvendra Singh Chahal,Bowler,6,Royal Challengers Bangalore,28,2018,Indian,0,1,4063,145,20,13,37,8,21.69,0,0,0,0,0,0,43.02,0,0,528.5,3173,187,19,7,1,7.67,16.97,15,5,53.57,17.01,7.9,70,22.41,56,13,6,4*,13,4.33,50,0.7,43.3,14,23.79,18.64,7.66,17.95,1990
Yuzvendra Singh Chahal,Bowler,0.1,Royal Challengers Bangalore,24,2014,Indian,0,1,4063,145,20,13,37,8,21.69,0,0,0,0,0,0,43.02,0,0,528.5,3173,187,19,7,1,7.67,16.97,15,5,53.57,,8.5,0,,1,1,0,0,0,,,,4,0,,,8.5,,1990
Dhawal Kulkarni,Bowler,2,Gujarat Lions,28,2016,Indian,0,0,4066,92,23,14,104,28,28.77,0,0,0,7,2,0.384615385,96.3,1,0.043478261,297.5,1787,86,7,1,0,8.31,20.78,23,7.67,54.76,18.35,7.99,54,24.44,52,11,2,3,4,2,36.36,0.24,35,13,21.31,16.15,7.91,22.41,1988
Dhawal Kulkarni,Bowler,1.1,Rajasthan Royals,26,2014,Indian,0,1,4066,92,23,14,104,28,28.77,0,0,0,7,2,0.384615385,96.3,1,0.043478261,297.5,1787,86,7,1,0,8.31,20.78,23,7.67,54.76,17.69,7.97,36,23.5,33,6,0,0,0,,,,18.4,8,18.88,14,8.09,21.05,1988
Dhawal Kulkarni,Bowler,0.75,Rajasthan Royals,30,2018,Indian,0,1,4066,92,23,14,104,28,28.77,0,0,0,7,2,0.384615385,96.3,1,0.043478261,297.5,1787,86,7,1,0,8.31,20.78,23,7.67,54.76,18.63,7.97,76,24.75,72,6,1,1,1,1,,0.09,18.5,3,57.67,37.67,9.19,15.79,1988
Pawan Suyal,Bowler,0.1,Mumbai Indians,25,2014,Indian,0,1,4071,5,0,0,0,0,75.5,0,0,0,0,0,0,N/A,0,0,16,96,2,0,0,0,9.44,48,,,,18,7,1,21,1,1,0,0,0,,,,3,1,21,18,7,10,1989
Pawan Suyal,Bowler,0.1,Delhi Daredevils,27,2016,Indian,0,0,4071,5,0,0,0,0,75.5,0,0,0,0,0,0,N/A,0,0,16,96,2,0,0,0,9.44,48,,,,48,9.44,2,75.5,5,3,0,0,0,,,,10,0,,,9.5,,1989
Ishwar Chandra Pandey,Bowler,1.5,Chennai Super Kings,25,2014,Indian,0,1,4082,25,1,0,0,0,32.83,0,0,0,0,0,0,N/A,0,0,77,462,18,0,0,0,7.68,25.67,0,0,0,24,12.5,1,50,2,2,1,0,0,0,,,4,1,50,24,12.5,8.33,1989
Ishwar Chandra Pandey,Bowler,0.2,Rising Pune Supergiant,27,2016,Indian,0,0,4082,25,1,0,0,0,32.83,0,0,0,0,0,0,N/A,0,0,77,462,18,0,0,0,7.68,25.67,0,0,0,25.67,7.68,18,32.83,25,10,0,0,0,,,,31,11,20.27,16.91,7.19,15.49,1989
Rahul Shukla,Bowler,0.4,Delhi Daredevils,24,2014,Indian,0,1,4100,7,4,3,19,14,41.6,0,0,0,2,0,0.421052632,82.61,0,0,20,120,5,0,0,0,10.4,24,,,,22,10,3,36.67,4,3,1,1*,1,,,0.2,8,3,26.33,16,9.88,14.29,1990
Ankit Sharma,Bowler,0.1,Rajasthan Royals,31,2014,Indian,0,1,4103,25,17,7,170,34,17,2,0,0,23,2,0.611764706,124.09,0,0,,,,,,,,,166,16.6,126.72,,,0,,24,12,9,34,125,15.63,130.21,6.98,9,0,125,15.63,130.21,6.98,1983
Ashish Reddy,Bowler,0.2,Sunrisers Hyderabad,23,2014,Indian,0,1,4107,31,23,8,280,36,22,2,0,0,16,15,0.55,145.08,0,0,43.4,262,18,1,0,0,9.07,14.56,160,16,135.59,14.5,9.07,14,21.93,21,12,10,36*,125,20.83,140.45,7.96,6.4,3,23.33,13.33,10.5,3.95,1991
Veer Pratap Singh,Bowler,0.4,Kolkata Knight Riders,22,2014,Indian,0,1,4110,9,1,0,0,0,29.6,0,0,0,0,0,0,N/A,0,0,34,204,10,0,0,0,8.71,20.4,0,0,0,20.4,8.71,10,29.6,9,9,1,0,0,0,,,34,10,29.6,20.4,8.71,18.87,1992
Karn Sharma,Bowler,5,Chennai Super Kings,31,2018,Indian,0,1,4115,75,37,14,320,39,26.57,2,0,0,18,14,0.4875,114.7,0,0,225.1,1351,69,4,2,0,8.14,19.58,317,15.1,115.69,21.1,7.68,49,27,56,9,6,19,49,8.17,119.51,3.38,30.4,13,16.46,14.15,6.98,22.41,1987
Karn Sharma,Bowler,3.75,Sunrisers Hyderabad,27,2014,Indian,0,1,4115,75,37,14,320,39,26.57,2,0,0,18,14,0.4875,114.7,0,0,225.1,1351,69,4,2,0,8.14,19.58,86,17.2,96.63,19,6.6,11,20.91,14,13,7,39*,85,21.25,98.84,4.81,34.5,11,20.91,19,6.6,13.58,1987
Karn Sharma,Bowler,0.5,Royal Challengers Bangalore,35,2022,Indian,0,1,4115,75,37,14,320,39,26.57,2,0,0,18,14,0.4875,114.7,0,0,225.1,1351,69,4,2,0,8.14,19.58,317,15.1,115.69,20.71,7.91,59,27.29,68,5,0,0,0,,,,19,5,33,22.8,8.68,15.63,1987
Pravin Tambe,Bowler,0.2,Gujarat Lions,45,2016,Indian,0,0,4118,33,6,4,18,7,30.46,0,0,0,1,0,0.222222222,46.15,0,0,110,660,28,2,1,0,7.75,23.57,11,5.5,55,24.52,7.55,23,30.87,26,10,2,2*,3,,,0.21,34,7,38,29.14,7.82,14.58,1971
Pravin Tambe,Bowler,0.2,Kolkata Knight Riders,49,2020,Indian,0,0,4118,33,6,4,18,7,30.46,0,0,0,1,0,0.222222222,46.15,0,0,110,660,28,2,1,0,7.75,23.57,18,9,46.15,23.57,7.75,28,30.46,33,7,1,7*,7,,36.84,0.66,16,5,28.6,19.2,8.94,18.52,1971
Pravin Tambe,Bowler,0.1,Rajasthan Royals,43,2014,Indian,0,1,4118,33,6,4,18,7,30.46,0,0,0,1,0,0.222222222,46.15,0,0,110,660,28,2,1,0,7.75,23.57,18,9,46.15,66,8,1,88,3,3,1,3*,3,,50,0.71,11,1,88,66,8,4.76,1971
Pravin Tambe,Bowler,0.1,Sunrisers Hyderabad,46,2017,Indian,0,0,4118,33,6,4,18,7,30.46,0,0,0,1,0,0.222222222,46.15,0,0,110,660,28,2,1,0,7.75,23.57,18,9,46.15,23.57,7.75,28,30.46,33,7,1,7*,7,,36.84,0.66,16,5,28.6,19.2,8.94,18.52,1971
Prasanth Parameswaran,Bowler,0.3,Sunrisers Hyderabad,29,2014,Indian,0,1,4124,8,2,2,1,1,24.89,0,0,0,0,0,0,50,0,0,25.4,154,9,1,0,0,8.73,17.11,,,,17.11,8.73,9,24.89,8,3,1,0*,0,,,,10,5,17.4,12,8.7,27.78,1985
Sandeep Warrier,Bowler,0.1,Royal Challengers Bangalore,23,2014,Indian,0,1,4126,5,0,0,0,0,67,0,0,0,0,0,0,N/A,0,0,17,102,2,0,0,0,7.88,51,,,,,,,,,,,,,,,,,,,,,,1991
Shadab Jakati,Bowler,0.2,Royal Challengers Bangalore,34,2014,Indian,0,1,4130,59,8,7,28,13,30.87,0,0,0,3,0,0.428571429,96.55,0,0,180.5,1085,47,2,2,0,8.02,23.09,27,27,100,20.29,7.75,45,26.22,50,15,2,6*,7,,,0.29,41,9,37.33,27.33,8.2,9.57,1980
Anureet Singh,Bowler,0.3,Rajasthan Royals,30,2018,Indian,0,1,4155,23,8,4,36,15,34.61,0,0,0,2,1,0.388888889,76.6,0,0,68.4,412,18,1,0,0,9.07,22.89,,,,22.82,8.98,17,34.18,20,1,1,15,15,15,125,8.29,2,0,,,13,,1988
Anureet Singh,Bowler,0.2,Kings XI Punjab,26,2014,Indian,0,1,4155,23,8,4,36,15,34.61,0,0,0,2,1,0.388888889,76.6,0,0,68.4,412,18,1,0,0,9.07,22.89,,,,15,9.4,2,23.5,3,3,0,0,0,,,,5,2,23.5,15,9.4,13.33,1988
Sayan Ghosh,Bowler,0.2,Delhi Daredevils,32,2018,Indian,0,1,4161,2,2,0,7,7,3.5,0,0,0,1,0,0.571428571,87.5,0,0,,,,,,,,,7,3.5,87.5,,,0,,2,2,2,7,7,3.5,87.5,2.61,,,,,,,1986
Sayan Ghosh,Bowler,0.1,Kolkata Knight Riders,31,2017,Indian,0,0,4161,2,2,0,7,7,3.5,0,0,0,1,0,0.571428571,87.5,0,0,,,,,,,,,7,3.5,87.5,,,0,,2,2,2,7,7,3.5,87.5,2.61,,,,,,,1986
Ankit Singh Rajpoot,Bowler,3,Kings XI Punjab,25,2018,Indian,0,1,4216,29,7,2,26,8,33.33,0,0,0,2,1,0.538461538,63.41,0,0,87.1,523,24,2,1,1,9.18,21.79,6,6,46.15,21,8.07,8,28.25,11,5,1,4,4,4,57.14,0.53,13,4,23.25,19.5,7.15,14.81,1993
Ankit Singh Rajpoot,Bowler,1.5,Kolkata Knight Riders,23,2016,Indian,0,0,4216,29,7,2,26,8,33.33,0,0,0,2,1,0.538461538,63.41,0,0,87.1,523,24,2,1,1,9.18,21.79,26,5.2,63.41,24,8.75,1,35,2,2,1,2*,2,,33.33,0.72,4,1,35,24,8.75,6.25,1993
Ankit Singh Rajpoot,Bowler,0.5,Lucknow Super Giants,29,2022,Indian,0,1,4216,29,7,2,26,8,33.33,0,0,0,2,1,0.538461538,63.41,0,0,87.1,523,24,2,1,1,9.18,21.79,26,5.2,63.41,21.79,9.18,24,33.33,29,6,2,7*,9,9,90,0.92,17,2,99.5,51,11.71,8.33,1993
Sheldon Cottrell,Bowler,8.5,Kings XI Punjab,31,2020,Overseas,1,0,4249,6,1,0,0,0,29.33,0,0,0,0,0,0,N/A,0,0,20,120,6,0,0,0,8.8,20,,,,,,,,,,,,,,,,,,,,,,1989
Matt Henry,Bowler,0.5,Kings XI Punjab,26,2017,Overseas,1,0,4257,2,0,0,0,0,71,0,0,0,0,0,0,N/A,0,0,5,30,1,0,0,0,14.2,30,,,,,,,,,,,,,,,,,,,,,,1991
Matt Henry,Bowler,0.3,Chennai Super Kings,23,2014,Overseas,1,1,4257,2,0,0,0,0,71,0,0,0,0,0,0,N/A,0,0,5,30,1,0,0,0,14.2,30,,,,,,,,,,,,,,,,,,,,,,1991
Beuran Hendricks,Bowler,1.8,Kings XI Punjab,24,2014,Overseas,1,1,4273,7,3,2,1,1,26.11,0,0,0,0,0,0,33.33,0,0,25,150,9,1,0,0,9.4,16.67,,,,,,,,,,,,,,,,,,,,,,1990
Harry Gurney,Bowler,0.75,Kolkata Knight Riders,33,2019,Overseas,1,0,4307,8,1,1,1,1,34,0,0,0,0,0,0,20,0,0,27,162,7,0,0,0,8.81,23.14,,,,,,,,,,,,,,,,,,,,,,1986
Sean Abbott,Bowler,2.4,Sunrisers Hyderabad,30,2022,Overseas,1,1,4331,3,3,0,22,14,104,0,0,0,1,2,0.727272727,122.22,0,0,9,54,1,0,0,0,11.56,54,15,7.5,115.38,,11.4,0,,2,2,2,14,15,7.5,115.38,4.35,5,0,,,11.4,,1992
Sean Abbott,Bowler,1,Royal Challengers Bangalore,23,2015,Overseas,1,0,4331,3,3,0,22,14,104,0,0,0,1,2,0.727272727,122.22,0,0,9,54,1,0,0,0,11.56,54,15,7.5,115.38,,11.4,0,,2,2,2,14,15,7.5,115.38,4.35,,,,,,,1992
Kagiso Rabada,Bowler,9.25,Punjab Kings,27,2022,Overseas,1,1,4339,69,28,12,186,44,20.74,1,0,0,16,6,0.537634409,103.91,0,0,261,1566,106,11,6,0,8.42,14.77,138,13.8,102.99,15,8.21,75,20.53,50,15,3,9*,13,,,0.57,56,15,30.4,22.4,8.14,15.79,1995
Kagiso Rabada,Bowler,5,Delhi Daredevils,22,2017,Overseas,1,0,4339,69,28,12,186,44,20.74,1,0,0,16,6,0.537634409,103.91,0,0,261,1566,106,11,6,0,8.42,14.77,138,13.8,102.99,15,8.21,75,20.53,50,15,3,9*,13,,,0.57,3,0,13,,,0.57,1995
Kagiso Rabada,Bowler,4.2,Delhi Daredevils,23,2018,Overseas,1,1,4339,69,28,12,186,44,20.74,1,0,0,16,6,0.537634409,103.91,0,0,261,1566,106,11,6,0,8.42,14.77,55,18.33,85.94,21.33,8.81,6,31.33,6,6,3,44,55,18.33,85.94,6.67,21.2,6,31.33,21.33,8.81,25,1995
Gurinder Sandhu,Bowler,1.7,Delhi Daredevils,22,2015,Indian,0,0,4374,3,0,0,0,0,82,0,0,0,0,0,0,N/A,0,0,8,48,1,0,0,0,10.25,48,,,,,,,,,,,,,,,,,,,,,,1993
Shreyas Gopal,Bowler,0.75,Sunrisers Hyderabad,29,2022,Indian,0,1,4378,49,22,8,180,24,26.12,0,0,0,19,2,0.488888889,106.51,0,0,157.1,943,49,5,1,0,8.14,19.24,171,12.21,105.56,19.27,8.08,48,25.96,48,3,2,7*,7,7,140,1.45,7,0,,,12,,1993
Shreyas Gopal,Bowler,0.1,Mumbai Indians,21,2014,Indian,0,1,4378,49,22,8,180,24,26.12,0,0,0,19,2,0.488888889,106.51,0,0,157.1,943,49,5,1,0,8.14,19.24,171,12.21,105.56,19.27,8.08,48,25.96,48,3,2,7*,7,7,140,1.45,2,0,7,7,140,1.45,1993
Dushmanta Chameera,Bowler,2,Lucknow Super Giants,30,2022,Overseas,1,1,4380,12,8,4,43,17,42.67,0,0,0,3,3,0.697674419,153.57,0,0,44,264,9,0,0,0,8.73,29.33,,,,,,,,,,,,,,,,,,,,,,1992
Dushmantha Chameera,Bowler,0.5,Rajasthan Royals,26,2018,Overseas,1,1,4380,12,8,4,43,17,42.67,0,0,0,3,3,0.697674419,153.57,0,0,44,264,9,0,0,0,8.73,29.33,,,,,,,,,,,,,,,,,,,,,,1992
Andrew Tye,Bowler,7.2,Kings XI Punjab,32,2018,Overseas,1,1,4383,30,13,4,91,25,23.31,0,0,0,6,5,0.593406593,119.74,0,0,114,684,42,5,4,1,8.59,16.29,53,26.5,176.67,10.5,6.71,12,11.75,6,6,3,25,53,26.5,176.67,5.35,21,12,11.75,10.5,6.71,29.27,1986
Andrew Tye,Bowler,1,Rajasthan Royals,34,2020,Overseas,1,0,4383,30,13,4,91,25,23.31,0,0,0,6,5,0.593406593,119.74,0,0,114,684,42,5,4,1,8.59,16.29,85,10.63,121.43,15.23,8.3,39,21.08,26,6,1,0*,0,,,,22,3,77.67,44,10.59,12.5,1986
Andrew Tye,Bowler,0.2,Chennai Super Kings,29,2015,Overseas,1,0,4383,30,13,4,91,25,23.31,0,0,0,6,5,0.593406593,119.74,0,0,114,684,42,5,4,1,8.59,16.29,85,10.63,121.43,15.23,8.3,39,21.08,26,6,1,0*,0,,,,1,0,0,,,,1986
K.C. Cariappa,Bowler,2.4,Kolkata Knight Riders,21,2015,Indian,0,0,4394,11,5,2,24,12,43.5,0,0,0,0,2,0.5,114.29,0,0,36,216,8,0,0,0,9.67,27,24,8,114.29,12,14,1,28,1,1,0,0,0,,,,0,0,0,,,,1994
K.C. Cariappa,Bowler,0.8,Kings XI Punjab,22,2016,Indian,0,0,4394,11,5,2,24,12,43.5,0,0,0,0,2,0.5,114.29,0,0,36,216,8,0,0,0,9.67,27,24,8,114.29,12,14,1,28,1,1,0,0,0,,,,2,1,28,12,14,14.29,1994
K.C Cariappa,Bowler,0.3,Rajasthan Royals,28,2022,Indian,0,1,4394,11,5,2,24,12,43.5,0,0,0,0,2,0.5,114.29,0,0,36,216,8,0,0,0,9.67,27,24,8,114.29,27,9.67,8,43.5,11,1,1,9*,9,,300,5.66,2,0,,,17,,1994
K.C Cariappa,Bowler,0.2,Rajasthan Royals,27,2021,Indian,0,0,4394,11,5,2,24,12,43.5,0,0,0,0,2,0.5,114.29,0,0,36,216,8,0,0,0,9.67,27,24,8,114.29,27,9.67,8,43.5,11,1,1,9*,9,,300,5.66,2,0,,,17,,1994
